9. TRIFD,10. FACILITY NAME,12. FACILITY CITY,13. FACILITY COUNTY,14. FACILITY STATE,15. FACILITY ZIP CODE,LATITUDE,LONGITUDE,81. CHEMICAL NAME,84. CLASSIFICATION,85. UNIT OF MEASURE,86. HAZARDOUS AIR POLLUTANT - HAPS,87. CARCINOGEN,88. PFAS_IND,89. METAL IND,118. TOTAL AIR EMISSIONS
02702PLRDC238SO,ISP FREETOWN FINE CHEMICALS INC,ASSONET,BRISTOL,MA,2702,41.766111,-71.106944,Toluene,TRI,Pounds,YES,NO,NO,NO,234
02702PLRDC238SO,ISP FREETOWN FINE CHEMICALS INC,ASSONET,BRISTOL,MA,2702,41.766111,-71.106944,tert-Butyl alcohol,TRI,Pounds,NO,NO,NO,NO,71.1
02702PLRDC238SO,ISP FREETOWN FINE CHEMICALS INC,ASSONET,BRISTOL,MA,2702,41.766111,-71.106944,Ethylene glycol,TRI,Pounds,YES,NO,NO,NO,0
02702PLRDC238SO,ISP FREETOWN FINE CHEMICALS INC,ASSONET,BRISTOL,MA,2702,41.766111,-71.106944,Certain glycol ethers,TRI,Pounds,YES,NO,NO,NO,2.4
02702PLRDC238SO,ISP FREETOWN FINE CHEMICALS INC,ASSONET,BRISTOL,MA,2702,41.766111,-71.106944,Methyl methacrylate,TRI,Pounds,YES,NO,NO,NO,6
02703BRNND48FRA,BRAININ ADVANCE INDUSTRIES,ATTLEBORO,BRISTOL,MA,2703,41.91928,-71.32351,Ammonia,TRI,Pounds,NO,NO,NO,NO,
02703GLNSN189EA,GLINES & RHODES INC,ATTLEBORO,BRISTOL,MA,2703,41.93806,-71.2745,Lead compounds,PBT,Pounds,YES,NO,NO,YES,4
02703LCHGR49PEA,LEACHGARNER,ATTLEBORO,BRISTOL,MA,2703,41.94034,-71.27906,Silver,TRI,Pounds,NO,NO,NO,YES,0.4
0270WRBRTS33BVI,ROBERTS CHEMCIAL CO INC,ATTLEBORO,BRISTOL,MA,2703,41.904074,-71.31342,Nitric acid,TRI,Pounds,NO,NO,NO,NO,
01376JDDWR55TUR,JUDD WIRE INC.,TURNERS FALLS,FRANKLIN,MA,1376,42.58878,-72.55703,Zinc compounds,TRI,Pounds,NO,NO,NO,YES,0
01376JDDWR55TUR,JUDD WIRE INC.,TURNERS FALLS,FRANKLIN,MA,1376,42.58878,-72.55703,Copper,TRI,Pounds,NO,NO,NO,YES,0
01376JDDWR55TUR,JUDD WIRE INC.,TURNERS FALLS,FRANKLIN,MA,1376,42.58878,-72.55703,Antimony compounds,TRI,Pounds,YES,NO,NO,YES,0
0137WHRDGG147NR,HARDIGG INDUSTRIES INC,SOUTH DEERFIELD,FRANKLIN,MA,1373,42.48712,-72.60511,Diisocyanates,TRI,Pounds,NO,NO,NO,NO,0
01420THDRB119AU,SYNTHOMER INC.,FITCHBURG,WORCESTER,MA,1420,42.552092,-71.849629,Ethyl acrylate,TRI,Pounds,YES,YES,NO,NO,28
01520RDPLSHOLDE,AVIENT COLORANTS USA LLC - HOLDEN FACILITY,HOLDEN,WORCESTER,MA,1520,42.34071,-71.844937,Zinc compounds,TRI,Pounds,NO,NO,NO,YES,5.23
02763MTFBN332JO,METFAB ENGINEERING INC.,ATTLEBORO FALLS,BRISTOL,MA,2763,41.983462,-71.301355,Lead,PBT,Pounds,NO,YES,NO,YES,0
02763MTFBN332JO,METFAB ENGINEERING INC.,ATTLEBORO FALLS,BRISTOL,MA,2763,41.983462,-71.301355,Chromium,TRI,Pounds,YES,NO,NO,YES,0
0277WSHCNC153CR,SHEA CONCRETE PRODUCTS - ROCHESTER,WEST WAREHAM,PLYMOUTH,MA,2576,41.805571,-70.782872,Lead,PBT,Pounds,NO,YES,NO,YES,0
02780MCCBS120BE,DAUPHINAIS CONCRETE INC.,TAUNTON,BRISTOL,MA,2780,41.88248,-71.08801,Nitrate compounds (water dissociable; reportable only when in aqueous solution),TRI,Pounds,NO,NO,NO,NO,19
02780MCCBS120BE,DAUPHINAIS CONCRETE INC.,TAUNTON,BRISTOL,MA,2780,41.88248,-71.08801,Lead,PBT,Pounds,NO,YES,NO,YES,0.3
02780PRFSS40MYL,PROFESSIONAL CONTRACT STERILIZATION INC (PCS),TAUNTON,BRISTOL,MA,2780,41.94799,-71.14219,Ethylene oxide,TRI,Pounds,YES,YES,NO,NO,102.4
02780PRFSS40MYL,PROFESSIONAL CONTRACT STERILIZATION INC (PCS),TAUNTON,BRISTOL,MA,2780,41.94799,-71.14219,Ethylene glycol,TRI,Pounds,YES,NO,NO,NO,0
01527CNTYH32HOW,COUNTY HEAT TREAT LLC,MILLBURY,WORCESTER,MA,1527,42.19631,-71.75821,Ammonia,TRI,Pounds,NO,NO,NO,NO,520
01550SCHTT122CH,LIGHTING & IMAGING - SOUTHBRIDGE,SOUTHBRIDGE,WORCESTER,MA,1550,42.07981,-72.02609,Lead compounds,PBT,Pounds,YES,NO,NO,YES,0
0156WSTRLN194WR,STERLING CONCRETE CORP,STERLING,WORCESTER,MA,1564,42.428425,-71.767939,Nitrate compounds (water dissociable; reportable only when in aqueous solution),TRI,Pounds,NO,NO,NO,NO,0
0156WSTRLN194WR,STERLING CONCRETE CORP,STERLING,WORCESTER,MA,1564,42.428425,-71.767939,Lead,PBT,Pounds,NO,YES,NO,YES,0
01581MCRNS125FL,GVS N.A. INC.,WESTBOROUGH,WORCESTER,MA,1581,42.275272,-71.573889,N-Methyl-2-pyrrolidone,TRI,Pounds,NO,NO,NO,NO,46
01581MCRNS125FL,GVS N.A. INC.,WESTBOROUGH,WORCESTER,MA,1581,42.275272,-71.573889,Formic acid,TRI,Pounds,NO,NO,NO,NO,478
0158WCRTSN7HART,CURTIS INDUSTRIES LLC,WEST BOYLSTON,WORCESTER,MA,1583,42.33728,-71.77547,Diisocyanates,TRI,Pounds,NO,NO,NO,NO,
01432PHRMC25PAT,VERANOVA L.P.,DEVENS,WORCESTER,MA,1434,42.528806,-71.625768,Methanol,TRI,Pounds,YES,NO,NO,NO,499.23
01432PHRMC25PAT,VERANOVA L.P.,DEVENS,WORCESTER,MA,1434,42.528806,-71.625768,Methyl tert-butyl ether,TRI,Pounds,YES,NO,NO,NO,300.58
01453GRYCHPIONE,MEXICHEM SPECIALTY COMPOUNDS,LEOMINSTER,WORCESTER,MA,1453,42.53286,-71.70806,Zinc compounds,TRI,Pounds,NO,NO,NO,YES,17.8
01453GRYCHPIONE,MEXICHEM SPECIALTY COMPOUNDS,LEOMINSTER,WORCESTER,MA,1453,42.53286,-71.70806,Lead compounds,PBT,Pounds,YES,NO,NO,YES,0.09
01453GRYCHPIONE,MEXICHEM SPECIALTY COMPOUNDS,LEOMINSTER,WORCESTER,MA,1453,42.53286,-71.70806,Antimony compounds,TRI,Pounds,YES,NO,NO,YES,86
01453GRYCHPIONE,MEXICHEM SPECIALTY COMPOUNDS,LEOMINSTER,WORCESTER,MA,1453,42.53286,-71.70806,Barium compounds (except for barium sulfate (CAS No. 7727-43-7)),TRI,Pounds,NO,NO,NO,YES,
02742CSHNT744BE,ACUSHNET RUBBER CO D/B/A PRECIX INC.,NEW BEDFORD,BRISTOL,MA,2745,41.674663,-70.920503,Diisocyanates,TRI,Pounds,NO,NO,NO,NO,14
02742TLDYN1357E,ULBRICH PRECISION ALLOYS LLC,NEW BEDFORD,BRISTOL,MA,2744,41.603889,-70.904444,Nickel,TRI,Pounds,YES,YES,NO,YES,0
02742TLDYN1357E,ULBRICH PRECISION ALLOYS LLC,NEW BEDFORD,BRISTOL,MA,2744,41.603889,-70.904444,Chromium compounds (except for chromite ore mined in the Transvaal Region),TRI,Pounds,YES,NO,NO,YES,0
02742TLDYN1357E,ULBRICH PRECISION ALLOYS LLC,NEW BEDFORD,BRISTOL,MA,2744,41.603889,-70.904444,Manganese,TRI,Pounds,YES,NO,NO,YES,0
02742TLDYN1357E,ULBRICH PRECISION ALLOYS LLC,NEW BEDFORD,BRISTOL,MA,2744,41.603889,-70.904444,Copper,TRI,Pounds,NO,NO,NO,YES,0
02742TLDYN1357E,ULBRICH PRECISION ALLOYS LLC,NEW BEDFORD,BRISTOL,MA,2744,41.603889,-70.904444,Cobalt,TRI,Pounds,YES,YES,NO,YES,0
02760BRSND192PL,BORO SAND & STONE CORP,NORTH ATTLEBORO,BRISTOL,MA,2760,42.007827,-71.290263,Lead,PBT,Pounds,NO,YES,NO,YES,0.14
02760LCHGR255JO,METALOR TECHNOLOGIES USA CORP REFINING DIV,NORTH ATTLEBORO,BRISTOL,MA,2763,41.98305,-71.30004,Zinc compounds,TRI,Pounds,NO,NO,NO,YES,0
02760LCHGR255JO,METALOR TECHNOLOGIES USA CORP REFINING DIV,NORTH ATTLEBORO,BRISTOL,MA,2763,41.98305,-71.30004,Formic acid,TRI,Pounds,NO,NO,NO,NO,
01420THDRB119AU,SYNTHOMER INC.,FITCHBURG,WORCESTER,MA,1420,42.552092,-71.849629,Butyl acrylate,TRI,Pounds,NO,NO,NO,NO,38
01420THDRB119AU,SYNTHOMER INC.,FITCHBURG,WORCESTER,MA,1420,42.552092,-71.849629,Acrylonitrile,TRI,Pounds,YES,YES,NO,NO,4
01420THDRB119AU,SYNTHOMER INC.,FITCHBURG,WORCESTER,MA,1420,42.552092,-71.849629,Methyl methacrylate,TRI,Pounds,YES,NO,NO,NO,25
01420THDRB119AU,SYNTHOMER INC.,FITCHBURG,WORCESTER,MA,1420,42.552092,-71.849629,Styrene,TRI,Pounds,YES,YES,NO,NO,29
01434SRMYG4217A,U S ARMY GARRISON FORT DEVENS RANGES,DEVENS,WORCESTER,MA,1434,42.54587,-71.60765,Lead,PBT,Pounds,NO,YES,NO,YES,0
01436SMNPPMAINS,SEAMAN PAPER CO. OF MASSACHUSETTS INC.,OTTER RIVER,WORCESTER,MA,1436,42.59513,-72.052772,"Benzo[g,h,i]perylene",PBT,Pounds,YES,NO,NO,NO,0.06
01436SMNPPMAINS,SEAMAN PAPER CO. OF MASSACHUSETTS INC.,OTTER RIVER,WORCESTER,MA,1436,42.59513,-72.052772,Polycyclic aromatic compounds,PBT,Pounds,YES,YES,NO,NO,0.665
0143WMRCNS114EM,AMERICAN SUPERCONDUCTOR,AYER,MIDDLESEX,MA,1432,42.554436,-71.575321,Lead compounds,PBT,Pounds,YES,NO,NO,YES,0.6
02720TCNCF583BE,TACO INC. - FALL RIVER,FALL RIVER,BRISTOL,MA,2720,41.69994,-71.14464,Manganese,TRI,Pounds,YES,NO,NO,YES,10
02745TTLST181SA,ACUSHNET CO,NEW BEDFORD,BRISTOL,MA,2745,41.72005,-70.96782,Copper,TRI,Pounds,NO,NO,NO,YES,0
01453NVCRC31FUL,TEKNOR APEX ELASTOMERS INC.,LEOMINSTER,WORCESTER,MA,1453,42.51536,-71.75069,Zinc compounds,TRI,Pounds,NO,NO,NO,YES,64.8
01453SPCTR50FRA,CHROMA COLOR CORP,LEOMINSTER,WORCESTER,MA,1453,42.501819,-71.738031,Chromium compounds (except for chromite ore mined in the Transvaal Region),TRI,Pounds,YES,NO,NO,YES,1
01453SPCTR50FRA,CHROMA COLOR CORP,LEOMINSTER,WORCESTER,MA,1453,42.501819,-71.738031,Zinc compounds,TRI,Pounds,NO,NO,NO,YES,2
02780PMSTR355CO,AIRBORN ELECTRONICS INC,TAUNTON,BRISTOL,MA,2780,41.94494,-71.12947,Lead,PBT,Pounds,NO,YES,NO,YES,0.61
01606KMTKX40ROC,KOMTEK FORGE LLC,WORCESTER,WORCESTER,MA,1606,42.313298,-71.797547,Nickel,TRI,Pounds,YES,YES,NO,YES,7.7
01606KMTKX40ROC,KOMTEK FORGE LLC,WORCESTER,WORCESTER,MA,1606,42.313298,-71.797547,Chromium,TRI,Pounds,YES,NO,NO,YES,11.9
0160WTRCBX15CPP,TRICAB,WORCESTER,WORCESTER,MA,1603,42.26114,-71.8695,Copper,TRI,Pounds,NO,NO,NO,YES,0
01613WYMNG105MA,WYMAN-GORDON CO,WORCESTER,WORCESTER,MA,1608,42.256602,-71.802285,Nickel,TRI,Pounds,YES,YES,NO,YES,1
01613WYMNG105MA,WYMAN-GORDON CO,WORCESTER,WORCESTER,MA,1608,42.256602,-71.802285,Cobalt,TRI,Pounds,YES,YES,NO,YES,0
01613WYMNG105MA,WYMAN-GORDON CO,WORCESTER,WORCESTER,MA,1608,42.256602,-71.802285,Chromium,TRI,Pounds,YES,NO,NO,YES,0
01721FNWLX400MA,KIDDE-FENWAL INC,ASHLAND,MIDDLESEX,MA,1721,42.255641,-71.458205,Copper,TRI,Pounds,NO,NO,NO,YES,0
0174WCNTRY79LWL,CENTURY-TYWOOD J3 CORP,HOLLISTON,MIDDLESEX,MA,1746,42.21015,-71.4134,Copper,TRI,Pounds,NO,NO,NO,YES,
01757PHTFB500FO,PHOTOFABRICATION ENGINEERING I NC,MILFORD,WORCESTER,MA,1757,42.153638,-71.489853,Nitric acid,TRI,Pounds,NO,NO,NO,NO,1129
01757PHTFB500FO,PHOTOFABRICATION ENGINEERING I NC,MILFORD,WORCESTER,MA,1757,42.153638,-71.489853,Hydrogen fluoride,TRI,Pounds,YES,NO,NO,NO,1123
01757WTRSC34MAP,WATERS CORP,MILFORD,WORCESTER,MA,1757,42.1328,-71.4827,Chromium,TRI,Pounds,YES,NO,NO,YES,0
0176WSGNTC1GENE,USAG NATICK SSC,NATICK,MIDDLESEX,MA,1760,42.289401,-71.361954,Diisocyanates,TRI,Pounds,NO,NO,NO,NO,0
0176WSGNTC1GENE,USAG NATICK SSC,NATICK,MIDDLESEX,MA,1760,42.289401,-71.361954,Nonylphenol Ethoxylates,TRI,Pounds,NO,NO,NO,NO,0
0180WTCMTW17NEW,TECOMET,WOBURN,MIDDLESEX,MA,1801,42.512655,-71.143805,Hydrogen fluoride,TRI,Pounds,YES,NO,NO,NO,1.2
01824GGRGT16OAK,HOLCIM - NER INC.,CHELMSFORD,MIDDLESEX,MA,1824,42.58491,-71.38711,"Benzo[g,h,i]perylene",PBT,Pounds,YES,NO,NO,NO,0
02760LCHGR255JO,METALOR TECHNOLOGIES USA CORP REFINING DIV,NORTH ATTLEBORO,BRISTOL,MA,2763,41.98305,-71.30004,Silver compounds,TRI,Pounds,NO,NO,NO,YES,0
02760LCHGR255JO,METALOR TECHNOLOGIES USA CORP REFINING DIV,NORTH ATTLEBORO,BRISTOL,MA,2763,41.98305,-71.30004,Cyanide compounds,TRI,Pounds,YES,NO,NO,NO,16
02760LCHGR255JO,METALOR TECHNOLOGIES USA CORP REFINING DIV,NORTH ATTLEBORO,BRISTOL,MA,2763,41.98305,-71.30004,Copper compounds,TRI,Pounds,NO,NO,NO,YES,0
02760LCHGR255JO,METALOR TECHNOLOGIES USA CORP REFINING DIV,NORTH ATTLEBORO,BRISTOL,MA,2763,41.98305,-71.30004,Nitric acid,TRI,Pounds,NO,NO,NO,NO,4.2311
02760LCHGR255JO,METALOR TECHNOLOGIES USA CORP REFINING DIV,NORTH ATTLEBORO,BRISTOL,MA,2763,41.98305,-71.30004,Nitrate compounds (water dissociable; reportable only when in aqueous solution),TRI,Pounds,NO,NO,NO,NO,0
02760LCHGR255JO,METALOR TECHNOLOGIES USA CORP REFINING DIV,NORTH ATTLEBORO,BRISTOL,MA,2763,41.98305,-71.30004,Lead compounds,PBT,Pounds,YES,NO,NO,YES,0
02760LCHGR255JO,METALOR TECHNOLOGIES USA CORP REFINING DIV,NORTH ATTLEBORO,BRISTOL,MA,2763,41.98305,-71.30004,Chlorine,TRI,Pounds,YES,NO,NO,NO,279.57
02761CKHRT262BR,POLYMETALLURGICAL LLC,NORTH ATTLEBORO,BRISTOL,MA,2760,41.99295,-71.33194,Ammonia,TRI,Pounds,NO,NO,NO,NO,
02761CKHRT262BR,POLYMETALLURGICAL LLC,NORTH ATTLEBORO,BRISTOL,MA,2760,41.99295,-71.33194,Copper,TRI,Pounds,NO,NO,NO,YES,0
01473DVNCC42DEP,ADVANCE COATINGS CO,WESTMINSTER,WORCESTER,MA,1473,42.552405,-71.869697,Styrene,TRI,Pounds,YES,YES,NO,NO,7719
01473DVNCC42DEP,ADVANCE COATINGS CO,WESTMINSTER,WORCESTER,MA,1473,42.552405,-71.869697,Maleic anhydride,TRI,Pounds,YES,NO,NO,NO,3226
01473DVNCC42DEP,ADVANCE COATINGS CO,WESTMINSTER,WORCESTER,MA,1473,42.552405,-71.869697,Phthalic anhydride,TRI,Pounds,YES,NO,NO,NO,299
01473DVNCC42DEP,ADVANCE COATINGS CO,WESTMINSTER,WORCESTER,MA,1473,42.552405,-71.869697,Dicyclopentadiene,TRI,Pounds,NO,NO,NO,NO,3220
01473DVNCC42DEP,ADVANCE COATINGS CO,WESTMINSTER,WORCESTER,MA,1473,42.552405,-71.869697,Methyl methacrylate,TRI,Pounds,YES,NO,NO,NO,680
01535QBGCR17SCH,VIBRAM CORP,NORTH BROOKFIELD,WORCESTER,MA,1535,42.26861,-72.08391,Zinc compounds,TRI,Pounds,NO,NO,NO,YES,0
01535QBGCR17SCH,VIBRAM CORP,NORTH BROOKFIELD,WORCESTER,MA,1535,42.26861,-72.08391,Diisocyanates,TRI,Pounds,NO,NO,NO,NO,2
0155WCLNPR1CABT,CLEANPART EAST,SOUTHBRIDGE,WORCESTER,MA,1550,42.07341,-72.02096,Nitric acid,TRI,Pounds,NO,NO,NO,NO,3
01562FLXCNSOUTH,FLEXCON CO INC.,SPENCER,WORCESTER,MA,1562,42.23265,-72.01162,Xylene (mixed isomers),TRI,Pounds,YES,NO,NO,NO,546
01562FLXCNSOUTH,FLEXCON CO INC.,SPENCER,WORCESTER,MA,1562,42.23265,-72.01162,Toluene,TRI,Pounds,YES,NO,NO,NO,9703
01562FLXCNSOUTH,FLEXCON CO INC.,SPENCER,WORCESTER,MA,1562,42.23265,-72.01162,n-Hexane,TRI,Pounds,YES,NO,NO,NO,249
01562FLXCNSOUTH,FLEXCON CO INC.,SPENCER,WORCESTER,MA,1562,42.23265,-72.01162,Vinyl acetate,TRI,Pounds,YES,YES,NO,NO,747
01564PNDLF194WR,CENTURY AGGREGATES - PERKINS,STERLING,WORCESTER,MA,1564,42.429004,-71.767243,Polycyclic aromatic compounds,PBT,Pounds,YES,YES,NO,NO,0.29
01564PNDLF194WR,CENTURY AGGREGATES - PERKINS,STERLING,WORCESTER,MA,1564,42.429004,-71.767243,"Benzo[g,h,i]perylene",PBT,Pounds,YES,NO,NO,NO,0
0158WSCNDL133FL,ASCEND ELEMENTS,WESTBOROUGH,WORCESTER,MA,1581,42.27578,-71.57239,Nickel compounds,TRI,Pounds,YES,YES,NO,YES,0
01752SFTYK50ABR,SAFETY-KLEEN SYSTEMS MARLBOROUGH (MRB),MARLBOROUGH,MIDDLESEX,MA,1752,42.329235,-71.54188,Polycyclic aromatic compounds,PBT,Pounds,YES,YES,NO,NO,0
01752SFTYK50ABR,SAFETY-KLEEN SYSTEMS MARLBOROUGH (MRB),MARLBOROUGH,MIDDLESEX,MA,1752,42.329235,-71.54188,Ethylene glycol,TRI,Pounds,YES,NO,NO,NO,3
01752SFTYK50ABR,SAFETY-KLEEN SYSTEMS MARLBOROUGH (MRB),MARLBOROUGH,MIDDLESEX,MA,1752,42.329235,-71.54188,"Benzo[g,h,i]perylene",PBT,Pounds,YES,NO,NO,NO,0
01757BNJMN49SUM,BENJAMIN MOORE & CO-MILFORD,MILFORD,WORCESTER,MA,1757,42.14703,-71.51707,Vinyl acetate,TRI,Pounds,YES,YES,NO,NO,16.8
01757BNJMN49SUM,BENJAMIN MOORE & CO-MILFORD,MILFORD,WORCESTER,MA,1757,42.14703,-71.51707,Zinc compounds,TRI,Pounds,NO,NO,NO,YES,94
01824GGRGT16OAK,HOLCIM - NER INC.,CHELMSFORD,MIDDLESEX,MA,1824,42.58491,-71.38711,Polycyclic aromatic compounds,PBT,Pounds,YES,YES,NO,NO,6.2
01824MLCTR279BI,3M CO CHELMSFORD,CHELMSFORD,MIDDLESEX,MA,1824,42.59504,-71.32118,Zinc compounds,TRI,Pounds,NO,NO,NO,YES,0
01824MLCTR279BI,3M CO CHELMSFORD,CHELMSFORD,MIDDLESEX,MA,1824,42.59504,-71.32118,Lead compounds,PBT,Pounds,YES,NO,NO,YES,0
01824MLCTR279BI,3M CO CHELMSFORD,CHELMSFORD,MIDDLESEX,MA,1824,42.59504,-71.32118,Antimony compounds,TRI,Pounds,YES,NO,NO,YES,0
0183WCDRSM5FUND,CEDARS MEDITERRANEAN FOODS,HAVERHILL,ESSEX,MA,1835,42.76448,-71.11924,Peracetic acid,TRI,Pounds,NO,NO,NO,NO,8
01841TTSMC6LAKE,MICROSEMI LAWRENCE,LAWRENCE,ESSEX,MA,1841,42.71381,-71.17573,Lead,PBT,Pounds,NO,YES,NO,YES,0
01851MCMNC100CH,MACOM TECHNOLOGY SOLUTIONS INC,LOWELL,MIDDLESEX,MA,1851,42.63545,-71.31736,N-Methyl-2-pyrrolidone,TRI,Pounds,NO,NO,NO,NO,207.4
01862CMBRDFAULK,PACE INDUSTRIES - CAMBRIDGE DIV,NORTH BILLERICA,MIDDLESEX,MA,1862,42.592379,-71.283494,Lead,PBT,Pounds,NO,YES,NO,YES,0.17
0186WFLRSR25ESQ,TELEDYNE FLIR DEFENSE INC,NORTH BILLERICA,MIDDLESEX,MA,1862,42.56258,-71.30273,Lead,PBT,Pounds,NO,YES,NO,YES,0.062
01887SRFCC100EA,ALLCOAT TECHNOLOGY INC,WILMINGTON,MIDDLESEX,MA,1887,42.531376,-71.153682,Toluene diisocyanate (mixed isomers),TRI,Pounds,NO,YES,NO,NO,2
01887SRFCC100EA,ALLCOAT TECHNOLOGY INC,WILMINGTON,MIDDLESEX,MA,1887,42.531376,-71.153682,Xylene (mixed isomers),TRI,Pounds,YES,NO,NO,NO,51
01887SRFCC100EA,ALLCOAT TECHNOLOGY INC,WILMINGTON,MIDDLESEX,MA,1887,42.531376,-71.153682,Diisocyanates,TRI,Pounds,NO,NO,NO,NO,2
01887SRFCC100EA,ALLCOAT TECHNOLOGY INC,WILMINGTON,MIDDLESEX,MA,1887,42.531376,-71.153682,N-Methyl-2-pyrrolidone,TRI,Pounds,NO,NO,NO,NO,0
01887SRFCC100EA,ALLCOAT TECHNOLOGY INC,WILMINGTON,MIDDLESEX,MA,1887,42.531376,-71.153682,"N,N-Dimethylformamide",TRI,Pounds,YES,YES,NO,NO,130
01887SRFCC100EA,ALLCOAT TECHNOLOGY INC,WILMINGTON,MIDDLESEX,MA,1887,42.531376,-71.153682,Toluene,TRI,Pounds,YES,NO,NO,NO,2785
01473DVNCC42DEP,ADVANCE COATINGS CO,WESTMINSTER,WORCESTER,MA,1473,42.552405,-71.869697,Ethylene glycol,TRI,Pounds,YES,NO,NO,NO,370
01501THRMLSWORD,KADANT SOLUTIONS DIV,AUBURN,WORCESTER,MA,1501,42.22235,-71.82886,Copper,TRI,Pounds,NO,NO,NO,YES,0
01501THRMLSWORD,KADANT SOLUTIONS DIV,AUBURN,WORCESTER,MA,1501,42.22235,-71.82886,Chromium,TRI,Pounds,YES,NO,NO,YES,0
01507NCMNCRT169,INCOM INC.,CHARLTON,WORCESTER,MA,1507,42.1091,-72.01402,Lead compounds,PBT,Pounds,YES,NO,NO,YES,0
02766CPSTC111SW,CPS TECHNOLOGIES CORP,NORTON,BRISTOL,MA,2766,41.947205,-71.214348,Cyclohexane,TRI,Pounds,NO,NO,NO,NO,12720.64
0276WLNYLM2CMME,ALNYLAM PHARMACEUTICALS,NORTON,BRISTOL,MA,2766,41.95874,-71.13672,Toluene,TRI,Pounds,YES,NO,NO,NO,196.62
0276WLNYLM2CMME,ALNYLAM PHARMACEUTICALS,NORTON,BRISTOL,MA,2766,41.95874,-71.13672,Acetonitrile,TRI,Pounds,YES,NO,NO,NO,1914.44
02780WTRSC177RO,WATERS TECHNOLOGY CORP,TAUNTON,BRISTOL,MA,2780,41.95257,-71.13507,Methanol,TRI,Pounds,YES,NO,NO,NO,730
02780WTRSC177RO,WATERS TECHNOLOGY CORP,TAUNTON,BRISTOL,MA,2780,41.95257,-71.13507,Toluene,TRI,Pounds,YES,NO,NO,NO,871
0278WPRYSM761JS,PRYSMIAN GROUP SPECIALTY CABLES LLC,TAUNTON,BRISTOL,MA,2780,41.87149,-71.123863,Zinc compounds,TRI,Pounds,NO,NO,NO,YES,0.038
0278WPRYSM761JS,PRYSMIAN GROUP SPECIALTY CABLES LLC,TAUNTON,BRISTOL,MA,2780,41.87149,-71.123863,Lead compounds,PBT,Pounds,YES,NO,NO,YES,0.032
0278WPRYSM761JS,PRYSMIAN GROUP SPECIALTY CABLES LLC,TAUNTON,BRISTOL,MA,2780,41.87149,-71.123863,Copper,TRI,Pounds,NO,NO,NO,YES,0
0278WPRYSM761JS,PRYSMIAN GROUP SPECIALTY CABLES LLC,TAUNTON,BRISTOL,MA,2780,41.87149,-71.123863,Antimony compounds,TRI,Pounds,YES,NO,NO,YES,0.031
01564FBRPT2SPRA,INNOFIBER LLC,STERLING,WORCESTER,MA,1564,42.466173,-71.739299,Lead compounds,PBT,Pounds,YES,NO,NO,YES,0
01701GNZYM76NEW,SANOFI GENZYME FRAMINGHAM MANUFACTURING,FRAMINGHAM,MIDDLESEX,MA,1701,42.298976,-71.486493,Ethylene glycol,TRI,Pounds,YES,NO,NO,NO,0
01757BNJMN49SUM,BENJAMIN MOORE & CO-MILFORD,MILFORD,WORCESTER,MA,1757,42.14703,-71.51707,3-Iodo-2-propynyl butylcarbamate,TRI,Pounds,NO,NO,NO,NO,13.24
01757CRMCS155FO,NITTO DENKO AVECIA INC.,MILFORD,WORCESTER,MA,1757,42.15988,-71.50185,Acetonitrile,TRI,Pounds,YES,NO,NO,NO,565
01757CRMCS155FO,NITTO DENKO AVECIA INC.,MILFORD,WORCESTER,MA,1757,42.15988,-71.50185,Toluene,TRI,Pounds,YES,NO,NO,NO,126
01757CRMCS155FO,NITTO DENKO AVECIA INC.,MILFORD,WORCESTER,MA,1757,42.15988,-71.50185,Pyridine,TRI,Pounds,NO,YES,NO,NO,21
0177WPRNCP49BST,PURE ENCAPSULATIONS LLC,SUDBURY,MIDDLESEX,MA,1776,42.35997,-71.42676,Zinc compounds,TRI,Pounds,NO,NO,NO,YES,0
01801LYTRNDRAGO,BOYD CORP INC.,WOBURN,MIDDLESEX,MA,1801,42.51225,-71.128533,Trichloroethylene,TRI,Pounds,YES,YES,NO,NO,6751
01801LYTRNDRAGO,BOYD CORP INC.,WOBURN,MIDDLESEX,MA,1801,42.51225,-71.128533,Copper,TRI,Pounds,NO,NO,NO,YES,0
01810RYTHN350LO,RAYTHEON CO,ANDOVER,ESSEX,MA,1810,42.64385,-71.19017,N-Methyl-2-pyrrolidone,TRI,Pounds,NO,NO,NO,NO,8283.38
01810RYTHN350LO,RAYTHEON CO,ANDOVER,ESSEX,MA,1810,42.64385,-71.19017,Lead,PBT,Pounds,NO,YES,NO,YES,0.2
01810VCRCR400FE,VICOR CORP,ANDOVER,ESSEX,MA,1810,42.68356,-71.19954,Copper,TRI,Pounds,NO,NO,NO,YES,10
0183WCDRSM148WA,CEDARS MEDITERRANEAN FOODS,HAVERHILL,ESSEX,MA,1835,42.761851,-71.117007,Peracetic acid,TRI,Pounds,NO,NO,NO,NO,0
01851TXTRN1449M,SPECIALTY MATERIALS INC.,LOWELL,MIDDLESEX,MA,1851,42.63782,-71.34468,Mercury,PBT,Pounds,YES,NO,NO,YES,0
01851TXTRN1449M,SPECIALTY MATERIALS INC.,LOWELL,MIDDLESEX,MA,1851,42.63782,-71.34468,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",TRI,Pounds,YES,NO,NO,NO,639
