9. TRIFD,10. FACILITY NAME,12. FACILITY CITY,13. FACILITY COUNTY,14. FACILITY STATE,15. FACILITY ZIP CODE,LATITUDE,LONGITUDE,81. CHEMICAL NAME,84. CLASSIFICATION,85. UNIT OF MEASURE,86. HAZARDOUS AIR POLLUTANT - HAPS,87. CARCINOGEN,88. PFAS_IND,89. METAL IND,118. TOTAL AIR EMISSIONS
02745RTHTC699TA,ROTHTEC ENGRAVING CORP,NEW BEDFORD,BRISTOL,MA,2745,41.67975,-70.94259,Lead compounds,PBT,Pounds,YES,NO,NO,YES,0
02032BYRCR333CO,SIEMENS HEALTHCARE DIAGNOSTICS,EAST WALPOLE,NORFOLK,MA,2032,42.14976,-71.20135,Methanol,TRI,Pounds,YES,NO,NO,NO,1380
02134HSTNC52CAM,HOUGHTON CHEMICAL CORP,ALLSTON,SUFFOLK,MA,2134,42.359689,-71.120022,Ethylene glycol,TRI,Pounds,YES,NO,NO,NO,0
02134HSTNC52CAM,HOUGHTON CHEMICAL CORP,ALLSTON,SUFFOLK,MA,2134,42.359689,-71.120022,N-Methyl-2-pyrrolidone,TRI,Pounds,NO,NO,NO,NO,12
01752DVTCH40CED,DAV-TECH PLATING INC.,MARLBOROUGH,MIDDLESEX,MA,1752,42.31647,-71.57932,Nitric acid,TRI,Pounds,NO,NO,NO,NO,185
01752DVTCH40CED,DAV-TECH PLATING INC.,MARLBOROUGH,MIDDLESEX,MA,1752,42.31647,-71.57932,Nitrate compounds (water dissociable; reportable only when in aqueous solution),TRI,Pounds,NO,NO,NO,NO,0
0207WDPHNS1157T,DAUPHINAIS CONCRETE INC.,STOUGHTON,NORFOLK,MA,2072,42.1413,-71.07675,Lead,PBT,Pounds,NO,YES,NO,YES,0.1
0182WSTPRD9LINN,AST PRODUCTS INC,BILLERICA,MIDDLESEX,MA,1821,42.5307,-71.25329,n-Butyl alcohol,TRI,Pounds,NO,NO,NO,NO,2
01109LSTRN54WAL,LUSTER-ON PRODUCTS INC,SPRINGFIELD,HAMPDEN,MA,1109,42.10985,-72.56132,Chromium compounds (except for chromite ore mined in the Transvaal Region),TRI,Pounds,YES,NO,NO,YES,0
02717HTTRN120BR,ARISTON THERMO USA (PREV HEAT TRANSFER PRODUCTS),EAST FREETOWN,BRISTOL,MA,2717,41.75179,-70.96836,Chromium,TRI,Pounds,YES,NO,NO,YES,10
02717HTTRN120BR,ARISTON THERMO USA (PREV HEAT TRANSFER PRODUCTS),EAST FREETOWN,BRISTOL,MA,2717,41.75179,-70.96836,Nickel,TRI,Pounds,YES,YES,NO,YES,10
02717HTTRN120BR,ARISTON THERMO USA (PREV HEAT TRANSFER PRODUCTS),EAST FREETOWN,BRISTOL,MA,2717,41.75179,-70.96836,Manganese,TRI,Pounds,YES,NO,NO,YES,10
02717HTTRN120BR,ARISTON THERMO USA (PREV HEAT TRANSFER PRODUCTS),EAST FREETOWN,BRISTOL,MA,2717,41.75179,-70.96836,Diisocyanates,TRI,Pounds,NO,NO,NO,NO,10
02717HTTRN120BR,ARISTON THERMO USA (PREV HEAT TRANSFER PRODUCTS),EAST FREETOWN,BRISTOL,MA,2717,41.75179,-70.96836,Copper,TRI,Pounds,NO,NO,NO,YES,10
02254PLTNG94CAL,PLATING FOR ELECTRONICS INC.,WALTHAM,MIDDLESEX,MA,2453,42.36893,-71.22608,Nitric acid,TRI,Pounds,NO,NO,NO,NO,20
01887CHMGN33IND,CHEMGENES CORP,WILMINGTON,MIDDLESEX,MA,1887,42.52832,-71.14323,n-Hexane,TRI,Pounds,YES,NO,NO,NO,254
01887CHMGN33IND,CHEMGENES CORP,WILMINGTON,MIDDLESEX,MA,1887,42.52832,-71.14323,Chloroform,TRI,Pounds,YES,YES,NO,NO,234
01887CHMGN33IND,CHEMGENES CORP,WILMINGTON,MIDDLESEX,MA,1887,42.52832,-71.14323,Dichloromethane,TRI,Pounds,YES,YES,NO,NO,50
0173WNTGRS9CRSB,ENTEGRIS INC,BEDFORD,MIDDLESEX,MA,1730,42.50526,-71.24221,Methanol,TRI,Pounds,YES,NO,NO,NO,13776
0173WNTGRS9CRSB,ENTEGRIS INC,BEDFORD,MIDDLESEX,MA,1730,42.50526,-71.24221,Di(2-ethylhexyl) phthalate,TRI,Pounds,YES,YES,NO,NO,1053
0192WTDFMT7ELEC,TDF METAL FINISHING,DANVERS,ESSEX,MA,1923,42.57494,-70.97307,Nitric acid,TRI,Pounds,NO,NO,NO,NO,0
02767JHNSN325PA,DEPUY SYNTHES A JOHNSON & JOHNSON CO,RAYNHAM,BRISTOL,MA,2767,41.90048,-71.0315,Cobalt,TRI,Pounds,YES,YES,NO,YES,56
02767JHNSN325PA,DEPUY SYNTHES A JOHNSON & JOHNSON CO,RAYNHAM,BRISTOL,MA,2767,41.90048,-71.0315,Chromium,TRI,Pounds,YES,NO,NO,YES,26
01862SPNCRIRONH,STANDEX INTERNATIONAL SPINCRAFT DIV,NORTH BILLERICA,MIDDLESEX,MA,1862,42.58434,-71.269708,Copper,TRI,Pounds,NO,NO,NO,YES,5
01022SNCPR1000S,JAIN AMERICAS - NUCEDAR MILLS,CHICOPEE,HAMPDEN,MA,1022,42.183874,-72.560478,Certain glycol ethers,TRI,Pounds,YES,NO,NO,NO,15625
01420NWRKM1NEWA,NEWARK AMERICA,FITCHBURG,WORCESTER,MA,1420,42.560572,-71.849629,Peracetic acid,TRI,Pounds,NO,NO,NO,NO,262.04
01420NWRKM1NEWA,NEWARK AMERICA,FITCHBURG,WORCESTER,MA,1420,42.560572,-71.849629,Lead,PBT,Pounds,NO,YES,NO,YES,0.29
01730PPLDB2PRES,THERMO FISHER SCIENTIFIC,BEDFORD,MIDDLESEX,MA,1730,42.482194,-71.264228,Methanol,TRI,Pounds,YES,NO,NO,NO,1394
02038SPDLN16FOR,TEGRA MEDICAL,FRANKLIN,NORFOLK,MA,2038,42.08241,-71.438407,Nitric acid,TRI,Pounds,NO,NO,NO,NO,0
0272WSWMXN39AIR,SWIMEX INC.,FALL RIVER,BRISTOL,MA,2720,41.75147,-71.1182,Styrene,TRI,Pounds,YES,YES,NO,NO,3545
01581MRSHMNEAME,CYTIVA,WESTBOROUGH,WORCESTER,MA,1581,42.27366,-71.57004,N-Methyl-2-pyrrolidone,TRI,Pounds,NO,NO,NO,NO,150
02330CPCDR334TR,CAPE COD READY MIX CARVER,CARVER,PLYMOUTH,MA,2330,41.82575,-70.75495,Lead,PBT,Pounds,NO,YES,NO,YES,0.11
01453CMCMN165PI,HIGHLINE WARREN LLC,LEOMINSTER,WORCESTER,MA,1453,42.531387,-71.70778,Methanol,TRI,Pounds,YES,NO,NO,NO,5200
02134HSTNC52CAM,HOUGHTON CHEMICAL CORP,ALLSTON,SUFFOLK,MA,2134,42.359689,-71.120022,Certain glycol ethers,TRI,Pounds,YES,NO,NO,NO,20
01089FNTNP492PR,FOUNTAIN PLATING CO LLC,WEST SPRINGFIELD,HAMPDEN,MA,1089,42.15478,-72.6502,Nitric acid,TRI,Pounds,NO,NO,NO,NO,0
01089FNTNP492PR,FOUNTAIN PLATING CO LLC,WEST SPRINGFIELD,HAMPDEN,MA,1089,42.15478,-72.6502,Nitrate compounds (water dissociable; reportable only when in aqueous solution),TRI,Pounds,NO,NO,NO,NO,0
01420SLCTN260LU,SELECT ENGINEERING INC,FITCHBURG,WORCESTER,MA,1420,42.58571,-71.77868,Silver compounds,TRI,Pounds,NO,NO,NO,YES,0
01420SLCTN260LU,SELECT ENGINEERING INC,FITCHBURG,WORCESTER,MA,1420,42.58571,-71.77868,Nitrate compounds (water dissociable; reportable only when in aqueous solution),TRI,Pounds,NO,NO,NO,NO,0
01887PRNTR310BA,POSCO INC,WILMINGTON,MIDDLESEX,MA,1887,42.596975,-71.1623,Xylene (mixed isomers),TRI,Pounds,YES,NO,NO,NO,
01887PRNTR310BA,POSCO INC,WILMINGTON,MIDDLESEX,MA,1887,42.596975,-71.1623,Styrene,TRI,Pounds,YES,YES,NO,NO,
01887PRNTR310BA,POSCO INC,WILMINGTON,MIDDLESEX,MA,1887,42.596975,-71.1623,Methanol,TRI,Pounds,YES,NO,NO,NO,
01887PRNTR310BA,POSCO INC,WILMINGTON,MIDDLESEX,MA,1887,42.596975,-71.1623,Certain glycol ethers,TRI,Pounds,YES,NO,NO,NO,
01887PRNTR310BA,POSCO INC,WILMINGTON,MIDDLESEX,MA,1887,42.596975,-71.1623,Toluene,TRI,Pounds,YES,NO,NO,NO,
01056CPCRX203WE,JAMES AUSTIN CO,LUDLOW,HAMPDEN,MA,1056,42.165068,-72.491318,Methanol,TRI,Pounds,YES,NO,NO,NO,466
01056CPCRX203WE,JAMES AUSTIN CO,LUDLOW,HAMPDEN,MA,1056,42.165068,-72.491318,Ethylene glycol,TRI,Pounds,YES,NO,NO,NO,0
01057LMNTNPALME,TRELLEBORG COATED SYSTEMS US INC.,MONSON,HAMPDEN,MA,1057,42.120299,-72.307873,Toluene,TRI,Pounds,YES,NO,NO,NO,3275
01057LMNTNPALME,TRELLEBORG COATED SYSTEMS US INC.,MONSON,HAMPDEN,MA,1057,42.120299,-72.307873,"N,N-Dimethylformamide",TRI,Pounds,YES,YES,NO,NO,4262
01060MDTLN45IND,COCA-COLA NORTHAMERICA,NORTHAMPTON,HAMPSHIRE,MA,1060,42.33447,-72.626499,Nitric acid,TRI,Pounds,NO,NO,NO,NO,0
01060MDTLN45IND,COCA-COLA NORTHAMERICA,NORTHAMPTON,HAMPSHIRE,MA,1060,42.33447,-72.626499,Nitrate compounds (water dissociable; reportable only when in aqueous solution),TRI,Pounds,NO,NO,NO,NO,0
01887CHMGN33IND,CHEMGENES CORP,WILMINGTON,MIDDLESEX,MA,1887,42.52832,-71.14323,Methanol,TRI,Pounds,YES,NO,NO,NO,50
02745FCCBL96FLA,AFC CABLE SYSTEMS,NEW BEDFORD,BRISTOL,MA,2745,41.71708,-70.96888,Copper,TRI,Pounds,NO,NO,NO,YES,0.8
02745FCCBL96FLA,AFC CABLE SYSTEMS,NEW BEDFORD,BRISTOL,MA,2745,41.71708,-70.96888,Antimony compounds,TRI,Pounds,YES,NO,NO,YES,0
01069PLMRF22MTD,PALMER FOUNDRY INC,PALMER,HAMPDEN,MA,1069,42.17708,-72.32346,Diisocyanates,TRI,Pounds,NO,NO,NO,NO,3.35
0182WCHMGN9MIDD,CHEMGENES CORP,BILLERICA,MIDDLESEX,MA,1821,42.526917,-71.254598,Dichloromethane,TRI,Pounds,YES,YES,NO,NO,26
0175WRPLGN111LC,REPLIGEN CORP,MARLBOROUGH,MIDDLESEX,MA,1752,42.34958,-71.57998,N-Methyl-2-pyrrolidone,TRI,Pounds,NO,NO,NO,NO,179.5
02724KNLCN47SLA,ORGANIC DYES & PIGMENTS,FALL RIVER,BRISTOL,MA,27240250,41.68804,-71.18513,Formaldehyde,TRI,Pounds,YES,YES,NO,NO,0
02724KNLCN47SLA,ORGANIC DYES & PIGMENTS,FALL RIVER,BRISTOL,MA,27240250,41.68804,-71.18513,Ammonia,TRI,Pounds,NO,NO,NO,NO,0
02724KNLCN47SLA,ORGANIC DYES & PIGMENTS,FALL RIVER,BRISTOL,MA,27240250,41.68804,-71.18513,Triethylamine,TRI,Pounds,YES,NO,NO,NO,0
0276WLDCST41ALM,OLDCASTLE APG NEW ENGLAND,REHOBOTH,BRISTOL,MA,2769,41.78784,-71.29144,Lead compounds,PBT,Pounds,YES,NO,NO,YES,0.01188
01821TCMTL11SUB,AOTCO METAL FINISHING LLC,BILLERICA,MIDDLESEX,MA,1821,42.53044,-71.25473,Nitric acid,TRI,Pounds,NO,NO,NO,NO,0.09
01862MCSSMBILLE,MC ASSEMBLY LLC,NORTH BILLERICA,MIDDLESEX,MA,1862,42.60575,-71.28406,Lead compounds,PBT,Pounds,YES,NO,NO,YES,0
01028MRCNS301CH,IRWIN INDUSTRIAL TOOLS DBA LENOX TOOLS,EAST LONGMEADOW,HAMPDEN,MA,1028,42.05325,-72.52331,Cobalt,TRI,Pounds,YES,YES,NO,YES,0.093
01028MRCNS301CH,IRWIN INDUSTRIAL TOOLS DBA LENOX TOOLS,EAST LONGMEADOW,HAMPDEN,MA,1028,42.05325,-72.52331,Nickel,TRI,Pounds,YES,YES,NO,YES,1.645
01028MRCNS301CH,IRWIN INDUSTRIAL TOOLS DBA LENOX TOOLS,EAST LONGMEADOW,HAMPDEN,MA,1028,42.05325,-72.52331,Lead,PBT,Pounds,NO,YES,NO,YES,0.02
01453CMCMN165PI,HIGHLINE WARREN LLC,LEOMINSTER,WORCESTER,MA,1453,42.531387,-71.70778,Ethylene glycol,TRI,Pounds,YES,NO,NO,NO,9.9
01915DLTLC416CA,DELTA ELECTRONICS MANUFACTURING CORP.,BEVERLY,ESSEX,MA,1915,42.55983,-70.88304,Copper,TRI,Pounds,NO,NO,NO,YES,0
0216WLTRMR15BWE,ULTRA MARITIME NAVAL SYSTEMS & SENSORS,QUINCY,NORFOLK,MA,2169,42.236188,-70.986341,Lead compounds,PBT,Pounds,YES,NO,NO,YES,0.06
02763VHBLC221JO,V H BLACKINTON & CO INC,ATTLEBORO FALLS,BRISTOL,MA,2763,41.97989,-71.3002,Copper,TRI,Pounds,NO,NO,NO,YES,0
02703VTRNL10VEN,V-TRON ELECTRONICS CORP.,SOUTH ATTLEBORO,BRISTOL,MA,2703,41.90328,-71.33819,Copper,TRI,Pounds,NO,NO,NO,YES,0
0237WVLSTC9PLEA,VEOLIA ES TECHNICAL SOLUTIONS,WEST BRIDGEWATER,PLYMOUTH,MA,2379,42.0082,-71.04604,Polychlorinated biphenyls,PBT,Pounds,YES,YES,NO,NO,0
0237WVLSTC9PLEA,VEOLIA ES TECHNICAL SOLUTIONS,WEST BRIDGEWATER,PLYMOUTH,MA,2379,42.0082,-71.04604,Mercury,PBT,Pounds,YES,NO,NO,YES,0.001
01432NSYFD1NEWE,NASOYA FOODS USA LLC.,AYER,MIDDLESEX,MA,1432,42.562573,-71.533697,Nitric acid,TRI,Pounds,NO,NO,NO,NO,0
01432NSYFD1NEWE,NASOYA FOODS USA LLC.,AYER,MIDDLESEX,MA,1432,42.562573,-71.533697,Nitrate compounds (water dissociable; reportable only when in aqueous solution),TRI,Pounds,NO,NO,NO,NO,0
01331LSSTR121CR,LS STARRETT CO,ATHOL,WORCESTER,MA,1331,42.595325,-72.226707,Lead,PBT,Pounds,NO,YES,NO,YES,0
01331LSSTR121CR,LS STARRETT CO,ATHOL,WORCESTER,MA,1331,42.595325,-72.226707,Propylene,TRI,Pounds,NO,NO,NO,NO,0
01331LSSTR121CR,LS STARRETT CO,ATHOL,WORCESTER,MA,1331,42.595325,-72.226707,Copper,TRI,Pounds,NO,NO,NO,YES,0
01022SRFRC250PA,U.S. DOD USAF WESTOVER ARB,CHICOPEE,HAMPDEN,MA,1022,42.18846,-72.54072,Naphthalene,TRI,Pounds,YES,YES,NO,NO,0
01022SRFRC250PA,U.S. DOD USAF WESTOVER ARB,CHICOPEE,HAMPDEN,MA,1022,42.18846,-72.54072,Ethylbenzene,TRI,Pounds,YES,YES,NO,NO,4
02151GLBLP140LE,GLOBAL COMPANIES LLC,REVERE,SUFFOLK,MA,2151,42.39898,-71.00719,Cumene,TRI,Pounds,YES,YES,NO,NO,3.16
02151GLBLP140LE,GLOBAL COMPANIES LLC,REVERE,SUFFOLK,MA,2151,42.39898,-71.00719,Naphthalene,TRI,Pounds,YES,YES,NO,NO,3.17
02151GLBLP140LE,GLOBAL COMPANIES LLC,REVERE,SUFFOLK,MA,2151,42.39898,-71.00719,"1,2,4-Trimethylbenzene",TRI,Pounds,NO,NO,NO,NO,102.49
02151GLBLP140LE,GLOBAL COMPANIES LLC,REVERE,SUFFOLK,MA,2151,42.39898,-71.00719,Xylene (mixed isomers),TRI,Pounds,YES,NO,NO,NO,313.07
02151GLBLP140LE,GLOBAL COMPANIES LLC,REVERE,SUFFOLK,MA,2151,42.39898,-71.00719,Toluene,TRI,Pounds,YES,NO,NO,NO,266.32
02151GLBLP140LE,GLOBAL COMPANIES LLC,REVERE,SUFFOLK,MA,2151,42.39898,-71.00719,Polycyclic aromatic compounds,PBT,Pounds,YES,YES,NO,NO,0.02
02151GLBLP140LE,GLOBAL COMPANIES LLC,REVERE,SUFFOLK,MA,2151,42.39898,-71.00719,Benzene,TRI,Pounds,YES,YES,NO,NO,142.29
02151GLBLP140LE,GLOBAL COMPANIES LLC,REVERE,SUFFOLK,MA,2151,42.39898,-71.00719,n-Hexane,TRI,Pounds,YES,NO,NO,NO,141.27
02151GLBLP140LE,GLOBAL COMPANIES LLC,REVERE,SUFFOLK,MA,2151,42.39898,-71.00719,Lead compounds,PBT,Pounds,YES,NO,NO,YES,0
02151GLBLP140LE,GLOBAL COMPANIES LLC,REVERE,SUFFOLK,MA,2151,42.39898,-71.00719,Ethylbenzene,TRI,Pounds,YES,YES,NO,NO,29.85
02151GLBLP140LE,GLOBAL COMPANIES LLC,REVERE,SUFFOLK,MA,2151,42.39898,-71.00719,"Benzo[g,h,i]perylene",PBT,Pounds,YES,NO,NO,NO,0.0022
02191FRRVR9BRID,CALPINE FORE RIVER ENERGY CENTER LLC,WEYMOUTH,NORFOLK,MA,2191,42.241669,-70.965851,Polycyclic aromatic compounds,PBT,Pounds,YES,YES,NO,NO,4.2
02191FRRVR9BRID,CALPINE FORE RIVER ENERGY CENTER LLC,WEYMOUTH,NORFOLK,MA,2191,42.241669,-70.965851,n-Hexane,TRI,Pounds,YES,NO,NO,NO,
02191FRRVR9BRID,CALPINE FORE RIVER ENERGY CENTER LLC,WEYMOUTH,NORFOLK,MA,2191,42.241669,-70.965851,Naphthalene,TRI,Pounds,YES,YES,NO,NO,
02191FRRVR9BRID,CALPINE FORE RIVER ENERGY CENTER LLC,WEYMOUTH,NORFOLK,MA,2191,42.241669,-70.965851,Ammonia,TRI,Pounds,NO,NO,NO,NO,21036
01028MRCNS301CH,IRWIN INDUSTRIAL TOOLS DBA LENOX TOOLS,EAST LONGMEADOW,HAMPDEN,MA,1028,42.05325,-72.52331,Chromium,TRI,Pounds,YES,NO,NO,YES,3.167
02370TCCNTAIRST,HOLCIM SOLUTIONS & PRODUCTS US LLC,ROCKLAND,PLYMOUTH,MA,2370,42.159852,-70.911287,Toluene,TRI,Pounds,YES,NO,NO,NO,3687
02370TCCNTAIRST,HOLCIM SOLUTIONS & PRODUCTS US LLC,ROCKLAND,PLYMOUTH,MA,2370,42.159852,-70.911287,Diisocyanates,TRI,Pounds,NO,NO,NO,NO,0
02370TCCNTAIRST,HOLCIM SOLUTIONS & PRODUCTS US LLC,ROCKLAND,PLYMOUTH,MA,2370,42.159852,-70.911287,n-Hexane,TRI,Pounds,YES,NO,NO,NO,2485
02370TCCNTAIRST,HOLCIM SOLUTIONS & PRODUCTS US LLC,ROCKLAND,PLYMOUTH,MA,2370,42.159852,-70.911287,Cyclohexane,TRI,Pounds,NO,NO,NO,NO,299
02370TCCNTAIRST,HOLCIM SOLUTIONS & PRODUCTS US LLC,ROCKLAND,PLYMOUTH,MA,2370,42.159852,-70.911287,Dichloromethane,TRI,Pounds,YES,YES,NO,NO,457
02370TCCNTAIRST,HOLCIM SOLUTIONS & PRODUCTS US LLC,ROCKLAND,PLYMOUTH,MA,2370,42.159852,-70.911287,Xylene (mixed isomers),TRI,Pounds,YES,NO,NO,NO,
01960NLGCC8CENT,ANALOGIC CORP,PEABODY,ESSEX,MA,1960,42.52362,-70.95672,Lead compounds,PBT,Pounds,YES,NO,NO,YES,0.5
01069RTHBN241PA,RATHBONE PRECISION METALS INC,PALMER,HAMPDEN,MA,1069,42.15079,-72.313571,Nitric acid,TRI,Pounds,NO,NO,NO,NO,66
01069RTHBN241PA,RATHBONE PRECISION METALS INC,PALMER,HAMPDEN,MA,1069,42.15079,-72.313571,Nitrate compounds (water dissociable; reportable only when in aqueous solution),TRI,Pounds,NO,NO,NO,NO,0
01069RTHBN241PA,RATHBONE PRECISION METALS INC,PALMER,HAMPDEN,MA,1069,42.15079,-72.313571,Lead,PBT,Pounds,NO,YES,NO,YES,0
01069RTHBN241PA,RATHBONE PRECISION METALS INC,PALMER,HAMPDEN,MA,1069,42.15079,-72.313571,Chromium,TRI,Pounds,YES,NO,NO,YES,0
0106WCNNLL25TEX,O'CONNELL OIL NORTHAMPTON FACILITY,NORTHAMPTON,HAMPSHIRE,MA,1060,42.30884,-72.64336,Hydrogen sulfide,TRI,Pounds,NO,NO,NO,NO,1.5
0106WCNNLL25TEX,O'CONNELL OIL NORTHAMPTON FACILITY,NORTHAMPTON,HAMPSHIRE,MA,1060,42.30884,-72.64336,Polycyclic aromatic compounds,PBT,Pounds,YES,YES,NO,NO,0.0015
0106WCNNLL25TEX,O'CONNELL OIL NORTHAMPTON FACILITY,NORTHAMPTON,HAMPSHIRE,MA,1060,42.30884,-72.64336,Benzene,TRI,Pounds,YES,YES,NO,NO,1.5
0102WRWNND79IND,IRWIN INDUSTRIAL TOOL CO,EAST LONGMEADOW,HAMPDEN,MA,1028,42.0475,-72.52883,Cobalt,TRI,Pounds,YES,YES,NO,YES,0.0002
0102WRWNND79IND,IRWIN INDUSTRIAL TOOL CO,EAST LONGMEADOW,HAMPDEN,MA,1028,42.0475,-72.52883,Chromium,TRI,Pounds,YES,NO,NO,YES,0.0028
01040SNCPR2SARG,SONOCO PRODUCTS CO,HOLYOKE,HAMPDEN,MA,1040,42.1936,-72.60794,Lead,PBT,Pounds,NO,YES,NO,YES,0.1305
02151RVNGL41LEE,IRVING OIL TERMINALS INC.,REVERE,SUFFOLK,MA,2151,42.39619,-71.00924,"Benzo[g,h,i]perylene",PBT,Pounds,YES,NO,NO,NO,0.00001
02151RVNGL41LEE,IRVING OIL TERMINALS INC.,REVERE,SUFFOLK,MA,2151,42.39619,-71.00924,Benzene,TRI,Pounds,YES,YES,NO,NO,677.47
02151RVNGL41LEE,IRVING OIL TERMINALS INC.,REVERE,SUFFOLK,MA,2151,42.39619,-71.00924,n-Hexane,TRI,Pounds,YES,NO,NO,NO,598.99
02151RVNGL41LEE,IRVING OIL TERMINALS INC.,REVERE,SUFFOLK,MA,2151,42.39619,-71.00924,Ethylbenzene,TRI,Pounds,YES,YES,NO,NO,63.8
02151RVNGL41LEE,IRVING OIL TERMINALS INC.,REVERE,SUFFOLK,MA,2151,42.39619,-71.00924,Lead,PBT,Pounds,NO,YES,NO,YES,0.139
02151RVNGL41LEE,IRVING OIL TERMINALS INC.,REVERE,SUFFOLK,MA,2151,42.39619,-71.00924,Naphthalene,TRI,Pounds,YES,YES,NO,NO,0.31
02151RVNGL41LEE,IRVING OIL TERMINALS INC.,REVERE,SUFFOLK,MA,2151,42.39619,-71.00924,Polycyclic aromatic compounds,PBT,Pounds,YES,YES,NO,NO,0.0084
02151RVNGL41LEE,IRVING OIL TERMINALS INC.,REVERE,SUFFOLK,MA,2151,42.39619,-71.00924,Toluene,TRI,Pounds,YES,NO,NO,NO,779.36
02151RVNGL41LEE,IRVING OIL TERMINALS INC.,REVERE,SUFFOLK,MA,2151,42.39619,-71.00924,Xylene (mixed isomers),TRI,Pounds,YES,NO,NO,NO,163.69
02151RVNGL41LEE,IRVING OIL TERMINALS INC.,REVERE,SUFFOLK,MA,2151,42.39619,-71.00924,"1,2,4-Trimethylbenzene",TRI,Pounds,NO,NO,NO,NO,39.67
02184CTGPT385QU,CITGO PETROLEUM CORP,BRAINTREE,NORFOLK,MA,2184,42.236031,-70.967873,Naphthalene,TRI,Pounds,YES,YES,NO,NO,0
02191FRRVR9BRID,CALPINE FORE RIVER ENERGY CENTER LLC,WEYMOUTH,NORFOLK,MA,2191,42.241669,-70.965851,"1,2,4-Trimethylbenzene",TRI,Pounds,NO,NO,NO,NO,
01085WSTFL68NOR,WESTFIELD ELECTROPLATING CO,WESTFIELD,HAMPDEN,MA,1085,42.131098,-72.744474,Nitrate compounds (water dissociable; reportable only when in aqueous solution),TRI,Pounds,NO,NO,NO,NO,0
01085WSTFL68NOR,WESTFIELD ELECTROPLATING CO,WESTFIELD,HAMPDEN,MA,1085,42.131098,-72.744474,Nitric acid,TRI,Pounds,NO,NO,NO,NO,750
01085WSTFL68NOR,WESTFIELD ELECTROPLATING CO,WESTFIELD,HAMPDEN,MA,1085,42.131098,-72.744474,Cyanide compounds,TRI,Pounds,YES,NO,NO,NO,0
01095CNSTR2420B,CS-MA LLC DBA CONSTRUCTION SERVICE,WILBRAHAM,HAMPDEN,MA,1095,42.149686,-72.449118,Nitrate compounds (water dissociable; reportable only when in aqueous solution),TRI,Pounds,NO,NO,NO,NO,10
01095CNSTR2420B,CS-MA LLC DBA CONSTRUCTION SERVICE,WILBRAHAM,HAMPDEN,MA,1095,42.149686,-72.449118,Lead,PBT,Pounds,NO,YES,NO,YES,0.06
0109WYNKCN12CHR,YANKEE CANDLE CO,WHATELY,FRANKLIN,MA,1093,42.443067,-72.617477,"1,3,4,6,7,8-Hexahydro-4,6,6,7,8,8-hexamethylcyclopenta[g]-2-benzopyran",PBT,Pounds,NO,NO,NO,NO,2.8
0234WPVSTN18CWA,PAVESTONE - BOSTON MA PLANT,MIDDLEBORO,PLYMOUTH,MA,2346,41.814835,-70.800657,Lead,PBT,Pounds,NO,YES,NO,YES,0.3387
02360TCHTC45ALD,TECH-ETCH INC,PLYMOUTH,PLYMOUTH,MA,2360,41.95872,-70.69333,Nitrate compounds (water dissociable; reportable only when in aqueous solution),TRI,Pounds,NO,NO,NO,NO,0
02360TCHTC45ALD,TECH-ETCH INC,PLYMOUTH,PLYMOUTH,MA,2360,41.95872,-70.69333,Nitric acid,TRI,Pounds,NO,NO,NO,NO,465
02360TCHTC45ALD,TECH-ETCH INC,PLYMOUTH,PLYMOUTH,MA,2360,41.95872,-70.69333,Lead compounds,PBT,Pounds,YES,NO,NO,YES,2.73
02360TCHTC45ALD,TECH-ETCH INC,PLYMOUTH,PLYMOUTH,MA,2360,41.95872,-70.69333,Hydrogen fluoride,TRI,Pounds,YES,NO,NO,NO,267
02360TCHTC45ALD,TECH-ETCH INC,PLYMOUTH,PLYMOUTH,MA,2360,41.95872,-70.69333,Chlorine,TRI,Pounds,YES,NO,NO,NO,53
02360TCHTC45ALD,TECH-ETCH INC,PLYMOUTH,PLYMOUTH,MA,2360,41.95872,-70.69333,Copper,TRI,Pounds,NO,NO,NO,YES,57
02375NDSTR27BEL,INDUSTRIAL BLAST COIL CORP,SOUTH EASTON,BRISTOL,MA,2375,42.05104,-71.08093,Copper,TRI,Pounds,NO,NO,NO,YES,0
02169PRCTR780WA,TWIN RIVERS TECHNOLOGIES LP,QUINCY,NORFOLK,MA,2169,42.245278,-70.969335,Polycyclic aromatic compounds,PBT,Pounds,YES,YES,NO,NO,0
02169PRCTR780WA,TWIN RIVERS TECHNOLOGIES LP,QUINCY,NORFOLK,MA,2169,42.245278,-70.969335,"Benzo[g,h,i]perylene",PBT,Pounds,YES,NO,NO,NO,0
02178CMBRD39HIT,PURECOAT NORTH LLC,BELMONT,MIDDLESEX,MA,2478,42.39511,-71.15961,Nickel compounds,TRI,Pounds,YES,YES,NO,YES,0
02178CMBRD39HIT,PURECOAT NORTH LLC,BELMONT,MIDDLESEX,MA,2478,42.39511,-71.15961,Lead compounds,PBT,Pounds,YES,NO,NO,YES,0
02178CMBRD39HIT,PURECOAT NORTH LLC,BELMONT,MIDDLESEX,MA,2478,42.39511,-71.15961,Nitric acid,TRI,Pounds,NO,NO,NO,NO,0
02178CMBRD39HIT,PURECOAT NORTH LLC,BELMONT,MIDDLESEX,MA,2478,42.39511,-71.15961,Nitrate compounds (water dissociable; reportable only when in aqueous solution),TRI,Pounds,NO,NO,NO,NO,0
